"year","departamento","codigo","diagnostico","total","Mujer1","Hombre1","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre","Mujer","Hombre"
2012,"CHIMALTENANGO","M:54","Dorsalgia"," 3,296   "," -     "," -     "," 1   "," 1   "," 2   "," 7   "," 15   "," 10   "," 31   "," 11   "," 55   "," 40   "," 157   "," 61   "," 243   "," 62   "," 241   "," 76   "," 292   "," 56   "," 353   "," 58   "," 244   "," 50   "," 244   "," 59   "," 155   "," 78   "," 132   "," 39   "," 84   "," 41   "," 68   "," 39   "," 175   "," 116   "
2012,"CHIQUIMULA","J:00","Rinofaringitis aguda [resfriado común]"," 37,687   "," 184   "," 153   "," 315   "," 315   "," 3,288   "," 3,217   "," 7,155   "," 6,874   "," 2,669   "," 2,394   "," 1,246   "," 818   "," 1,146   "," 268   "," 1,321   "," 278   "," 1,090   "," 221   "," 850   "," 174   "," 679   "," 124   "," 456   "," 137   "," 386   "," 104   "," 275   "," 125   "," 217   "," 106   "," 246   "," 105   "," 154   "," 111   "," 295   "," 191   "
2012,"CHIQUIMULA","B:82","Parasitosis intestinales, sin otra especificación"," 19,489   "," -     "," 4   "," 3   "," 3   "," 530   "," 159   "," 2,864   "," 3,004   "," 2,323   "," 1,980   "," 1,271   "," 812   "," 826   "," 379   "," 795   "," 210   "," 753   "," 186   "," 584   "," 154   "," 475   "," 139   "," 445   "," 140   "," 274   "," 80   "," 269   "," 90   "," 158   "," 50   "," 120   "," 67   "," 106   "," 43   "," 121   "," 72   "
2012,"CHIQUIMULA","R:51","Cefalea"," 17,777   "," 4   "," 1   "," 1   "," 1   "," 14   "," 19   "," 125   "," 68   "," 255   "," 103   "," 602   "," 164   "," 1,747   "," 177   "," 2,811   "," 215   "," 2,286   "," 220   "," 1,877   "," 160   "," 2,358   "," 159   "," 1,038   "," 146   "," 992   "," 118   "," 500   "," 164   "," 368   "," 89   "," 263   "," 93   "," 213   "," 63   "," 234   "," 129   "
2012,"CHIQUIMULA","K:29","Gastritis y duodenitis"," 17,069   "," 3   "," 2   "," 1   "," 3   "," 21   "," 19   "," 104   "," 71   "," 206   "," 126   "," 541   "," 157   "," 1,379   "," 168   "," 2,101   "," 222   "," 2,087   "," 303   "," 1,821   "," 242   "," 1,809   "," 236   "," 1,058   "," 166   "," 1,099   "," 175   "," 633   "," 157   "," 520   "," 136   "," 432   "," 126   "," 251   "," 99   "," 389   "," 206   "
2012,"CHIQUIMULA","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 16,957   "," 94   "," 81   "," 143   "," 136   "," 1,394   "," 1,337   "," 2,889   "," 2,702   "," 1,248   "," 1,053   "," 616   "," 350   "," 555   "," 188   "," 590   "," 183   "," 573   "," 189   "," 398   "," 111   "," 378   "," 105   "," 253   "," 96   "," 219   "," 71   "," 201   "," 80   "," 131   "," 63   "," 112   "," 70   "," 77   "," 49   "," 113   "," 109   "
2012,"CHIQUIMULA","N:39","Otros trastornos del sistema urinario"," 15,533   "," 3   "," 8   "," 9   "," 10   "," 155   "," 122   "," 646   "," 450   "," 499   "," 283   "," 432   "," 165   "," 1,489   "," 159   "," 2,191   "," 193   "," 1,897   "," 196   "," 1,471   "," 215   "," 1,431   "," 175   "," 714   "," 153   "," 669   "," 131   "," 395   "," 120   "," 286   "," 77   "," 205   "," 83   "," 121   "," 62   "," 190   "," 128   "
2012,"CHIQUIMULA","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 14,817   "," 24   "," 25   "," 54   "," 42   "," 1,781   "," 1,885   "," 3,490   "," 3,710   "," 623   "," 624   "," 249   "," 204   "," 192   "," 67   "," 246   "," 66   "," 208   "," 56   "," 175   "," 58   "," 142   "," 49   "," 110   "," 55   "," 104   "," 33   "," 97   "," 43   "," 57   "," 31   "," 50   "," 31   "," 48   "," 35   "," 90   "," 63   "
2012,"CHIQUIMULA","J:03","Amigdalitis aguda"," 13,972   "," 18   "," 14   "," 28   "," 18   "," 321   "," 351   "," 1,445   "," 1,458   "," 1,024   "," 896   "," 729   "," 497   "," 854   "," 263   "," 1,013   "," 257   "," 958   "," 199   "," 701   "," 180   "," 646   "," 146   "," 430   "," 107   "," 312   "," 109   "," 213   "," 73   "," 176   "," 73   "," 112   "," 60   "," 70   "," 36   "," 107   "," 78   "
2012,"CHIQUIMULA","A:06","Amebiasis"," 11,874   "," 5   "," 7   "," 25   "," 15   "," 529   "," 447   "," 2,096   "," 1,889   "," 910   "," 761   "," 452   "," 309   "," 472   "," 165   "," 588   "," 174   "," 577   "," 152   "," 403   "," 119   "," 357   "," 101   "," 265   "," 65   "," 214   "," 60   "," 157   "," 75   "," 114   "," 45   "," 77   "," 45   "," 57   "," 22   "," 77   "," 48   "
2012,"CHIQUIMULA","M:79","Otros trastornos de los tejidos blandos, no clasificados en otra parte"," 9,803   "," 2   "," 1   "," 1   "," -     "," 5   "," 5   "," 34   "," 47   "," 66   "," 62   "," 169   "," 68   "," 496   "," 138   "," 934   "," 194   "," 1,000   "," 197   "," 1,053   "," 206   "," 951   "," 156   "," 767   "," 161   "," 696   "," 149   "," 477   "," 143   "," 354   "," 114   "," 266   "," 126   "," 209   "," 111   "," 270   "," 175   "
2012,"CHIQUIMULA","D:64","Otras anemias"," 7,787   "," -     "," 2   "," 10   "," 6   "," 79   "," 55   "," 391   "," 292   "," 502   "," 364   "," 538   "," 237   "," 745   "," 114   "," 802   "," 91   "," 641   "," 81   "," 501   "," 72   "," 426   "," 61   "," 322   "," 71   "," 290   "," 66   "," 172   "," 72   "," 129   "," 47   "," 128   "," 39   "," 95   "," 52   "," 177   "," 117   "
2012,"CHIQUIMULA","H:10","Conjuntivitis"," 7,415   "," 73   "," 77   "," 114   "," 69   "," 492   "," 387   "," 766   "," 746   "," 317   "," 328   "," 250   "," 194   "," 292   "," 154   "," 299   "," 127   "," 265   "," 147   "," 211   "," 118   "," 299   "," 110   "," 190   "," 86   "," 175   "," 86   "," 155   "," 92   "," 131   "," 68   "," 107   "," 62   "," 85   "," 48   "," 170   "," 125   "
2012,"CHIQUIMULA","J:18","Neumonía, organismo no especificado"," 6,531   "," 31   "," 32   "," 63   "," 71   "," 747   "," 898   "," 1,297   "," 1,431   "," 331   "," 333   "," 114   "," 77   "," 107   "," 37   "," 88   "," 33   "," 93   "," 25   "," 79   "," 21   "," 80   "," 21   "," 59   "," 12   "," 51   "," 20   "," 48   "," 16   "," 40   "," 22   "," 43   "," 19   "," 42   "," 18   "," 74   "," 58   "
2012,"CHIQUIMULA","B:49","Micosis, no especificada"," 5,194   "," 7   "," 3   "," 21   "," 12   "," 175   "," 127   "," 424   "," 344   "," 325   "," 240   "," 286   "," 129   "," 364   "," 152   "," 391   "," 117   "," 308   "," 111   "," 257   "," 103   "," 240   "," 100   "," 166   "," 69   "," 158   "," 66   "," 83   "," 79   "," 70   "," 34   "," 61   "," 33   "," 35   "," 21   "," 42   "," 41   "
2012,"CHIQUIMULA","T:78","Efectos adversos, no clasificados en otra parte"," 5,045   "," 7   "," 4   "," 22   "," 12   "," 211   "," 191   "," 554   "," 501   "," 272   "," 234   "," 246   "," 171   "," 297   "," 129   "," 311   "," 132   "," 260   "," 103   "," 228   "," 74   "," 211   "," 57   "," 138   "," 62   "," 114   "," 41   "," 91   "," 32   "," 59   "," 35   "," 53   "," 27   "," 34   "," 27   "," 52   "," 53   "
2012,"CHIQUIMULA","L:01","Impétigo"," 4,935   "," 16   "," 7   "," 44   "," 23   "," 336   "," 312   "," 923   "," 962   "," 394   "," 456   "," 193   "," 150   "," 133   "," 80   "," 129   "," 61   "," 97   "," 62   "," 82   "," 43   "," 75   "," 38   "," 58   "," 46   "," 31   "," 23   "," 39   "," 19   "," 23   "," 11   "," 14   "," 19   "," 9   "," 5   "," 10   "," 12   "
2012,"CHIQUIMULA","E:56","Otras deficiencias de vitaminas"," 4,720   "," -     "," -     "," 1   "," -     "," 64   "," 66   "," 478   "," 425   "," 311   "," 252   "," 358   "," 178   "," 390   "," 69   "," 368   "," 38   "," 308   "," 28   "," 262   "," 18   "," 256   "," 44   "," 159   "," 22   "," 152   "," 20   "," 88   "," 24   "," 59   "," 18   "," 43   "," 19   "," 39   "," 26   "," 82   "," 55   "
2012,"CHIQUIMULA","M:54","Dorsalgia"," 4,368   "," -     "," -     "," -     "," -     "," 4   "," -     "," 13   "," 6   "," 26   "," 8   "," 42   "," 34   "," 206   "," 35   "," 500   "," 71   "," 395   "," 84   "," 379   "," 83   "," 605   "," 91   "," 269   "," 105   "," 354   "," 72   "," 136   "," 83   "," 165   "," 51   "," 141   "," 66   "," 71   "," 48   "," 118   "," 107   "
2012,"CHIQUIMULA","J:20","Bronquitis aguda"," 3,799   "," 12   "," 10   "," 19   "," 26   "," 341   "," 459   "," 679   "," 779   "," 192   "," 201   "," 90   "," 80   "," 77   "," 31   "," 83   "," 24   "," 68   "," 19   "," 73   "," 17   "," 55   "," 15   "," 69   "," 13   "," 62   "," 16   "," 40   "," 16   "," 46   "," 18   "," 37   "," 16   "," 28   "," 14   "," 40   "," 34   "
2012,"CHIQUIMULA","H:66","Otitis media supurativa y la no especificada"," 3,792   "," 15   "," 8   "," 21   "," 12   "," 132   "," 137   "," 289   "," 315   "," 262   "," 290   "," 180   "," 128   "," 184   "," 100   "," 254   "," 88   "," 193   "," 83   "," 152   "," 68   "," 144   "," 55   "," 114   "," 51   "," 88   "," 48   "," 65   "," 36   "," 26   "," 21   "," 39   "," 31   "," 27   "," 25   "," 60   "," 51   "
2012,"EL PETEN","B:82","Parasitosis intestinales, sin otra especificación"," 48,989   "," 2   "," 3   "," 15   "," 7   "," 396   "," 228   "," 6,027   "," 5,391   "," 6,436   "," 5,662   "," 3,889   "," 3,404   "," 2,284   "," 1,458   "," 1,978   "," 964   "," 1,327   "," 956   "," 1,096   "," 538   "," 1,410   "," 410   "," 662   "," 586   "," 741   "," 267   "," 418   "," 390   "," 470   "," 206   "," 339   "," 302   "," 210   "," 148   "," 215   "," 154   "
2012,"EL PETEN","N:39","Otros trastornos del sistema urinario"," 45,023   "," 13   "," 15   "," 32   "," 20   "," 349   "," 279   "," 1,526   "," 916   "," 1,355   "," 698   "," 1,586   "," 516   "," 4,781   "," 742   "," 5,797   "," 900   "," 3,950   "," 1,028   "," 3,213   "," 594   "," 5,092   "," 552   "," 1,852   "," 833   "," 2,311   "," 443   "," 939   "," 595   "," 1,201   "," 322   "," 604   "," 391   "," 416   "," 242   "," 466   "," 454   "
2012,"EL PETEN","J:00","Rinofaringitis aguda [resfriado común]"," 38,016   "," 110   "," 131   "," 243   "," 220   "," 2,278   "," 2,344   "," 5,763   "," 5,420   "," 3,259   "," 2,714   "," 1,698   "," 1,265   "," 1,701   "," 673   "," 1,556   "," 491   "," 1,245   "," 432   "," 907   "," 384   "," 867   "," 296   "," 540   "," 237   "," 479   "," 185   "," 452   "," 208   "," 326   "," 203   "," 249   "," 185   "," 198   "," 145   "," 317   "," 295   "
2012,"EL PETEN","K:29","Gastritis y duodenitis"," 37,999   "," 1   "," 4   "," 1   "," 2   "," 8   "," 22   "," 68   "," 53   "," 131   "," 71   "," 769   "," 219   "," 2,780   "," 870   "," 3,737   "," 1,489   "," 2,977   "," 1,940   "," 2,679   "," 1,095   "," 3,879   "," 968   "," 1,720   "," 1,557   "," 2,203   "," 699   "," 1,147   "," 1,097   "," 1,391   "," 463   "," 928   "," 758   "," 599   "," 471   "," 639   "," 564   "
2012,"EL PETEN","A:06","Amebiasis"," 33,713   "," -     "," 1   "," 30   "," 23   "," 489   "," 308   "," 3,008   "," 2,732   "," 2,799   "," 2,467   "," 2,106   "," 1,575   "," 1,796   "," 1,067   "," 1,917   "," 1,053   "," 1,003   "," 1,097   "," 823   "," 423   "," 2,044   "," 438   "," 642   "," 850   "," 1,101   "," 312   "," 461   "," 640   "," 672   "," 183   "," 398   "," 363   "," 226   "," 223   "," 209   "," 234   "
2012,"EL PETEN","J:03","Amigdalitis aguda"," 33,066   "," 11   "," 13   "," 78   "," 55   "," 763   "," 684   "," 3,172   "," 3,208   "," 2,496   "," 2,227   "," 1,936   "," 1,517   "," 1,894   "," 1,115   "," 1,949   "," 924   "," 1,229   "," 1,005   "," 1,068   "," 581   "," 1,795   "," 399   "," 599   "," 681   "," 868   "," 245   "," 347   "," 465   "," 522   "," 144   "," 238   "," 229   "," 139   "," 142   "," 165   "," 163   "
2012,"EL PETEN","B:49","Micosis, no especificada"," 26,462   "," 17   "," 10   "," 35   "," 31   "," 332   "," 315   "," 1,377   "," 1,163   "," 1,290   "," 1,146   "," 1,472   "," 1,178   "," 1,689   "," 1,259   "," 1,597   "," 1,455   "," 1,004   "," 1,656   "," 927   "," 716   "," 1,419   "," 612   "," 632   "," 971   "," 863   "," 407   "," 347   "," 602   "," 530   "," 180   "," 297   "," 304   "," 144   "," 194   "," 131   "," 160   "
2012,"EL PETEN","D:64","Otras anemias"," 23,956   "," 6   "," 4   "," 18   "," 16   "," 462   "," 319   "," 1,962   "," 1,684   "," 1,691   "," 1,388   "," 1,476   "," 752   "," 2,331   "," 469   "," 1,953   "," 417   "," 1,243   "," 398   "," 962   "," 263   "," 1,532   "," 212   "," 563   "," 277   "," 838   "," 170   "," 361   "," 186   "," 468   "," 124   "," 254   "," 126   "," 190   "," 117   "," 449   "," 275   "
2012,"EL PETEN","M:54","Dorsalgia"," 23,208   "," -     "," -     "," -     "," -     "," 10   "," 11   "," 26   "," 29   "," 46   "," 33   "," 190   "," 100   "," 925   "," 412   "," 1,611   "," 787   "," 1,145   "," 1,253   "," 1,140   "," 630   "," 2,600   "," 573   "," 897   "," 1,291   "," 1,753   "," 587   "," 782   "," 1,148   "," 1,305   "," 503   "," 723   "," 770   "," 453   "," 462   "," 445   "," 568   "
2012,"EL PETEN","M:13","Otras artritis"," 19,569   "," -     "," -     "," -     "," -     "," 2   "," 7   "," 17   "," 19   "," 16   "," 18   "," 58   "," 37   "," 189   "," 85   "," 729   "," 505   "," 732   "," 982   "," 803   "," 543   "," 1,669   "," 674   "," 878   "," 1,321   "," 1,506   "," 669   "," 775   "," 1,152   "," 1,333   "," 580   "," 887   "," 888   "," 526   "," 632   "," 635   "," 702   "
2012,"EL PETEN","L:30","Otras dermatitis"," 16,543   "," 42   "," 23   "," 101   "," 102   "," 695   "," 562   "," 1,977   "," 1,821   "," 1,272   "," 1,164   "," 860   "," 728   "," 766   "," 559   "," 699   "," 550   "," 396   "," 561   "," 320   "," 240   "," 609   "," 152   "," 178   "," 363   "," 321   "," 149   "," 101   "," 188   "," 233   "," 89   "," 122   "," 183   "," 85   "," 152   "," 81   "," 99   "
2012,"EL PETEN","T:78","Efectos adversos, no clasificados en otra parte"," 15,466   "," 1   "," 7   "," 17   "," 23   "," 265   "," 211   "," 1,203   "," 984   "," 932   "," 861   "," 886   "," 669   "," 950   "," 589   "," 893   "," 495   "," 678   "," 444   "," 647   "," 334   "," 858   "," 274   "," 402   "," 369   "," 489   "," 215   "," 279   "," 266   "," 264   "," 119   "," 193   "," 157   "," 106   "," 101   "," 143   "," 142   "
2012,"EL PETEN","G:44","Otros síndromes de cefalea"," 14,681   "," 8   "," 9   "," -     "," 2   "," 4   "," 6   "," 23   "," 13   "," 121   "," 77   "," 403   "," 170   "," 1,091   "," 460   "," 1,752   "," 630   "," 937   "," 884   "," 863   "," 275   "," 1,600   "," 341   "," 505   "," 697   "," 949   "," 334   "," 329   "," 348   "," 533   "," 99   "," 272   "," 254   "," 227   "," 187   "," 150   "," 128   "
2012,"EL PETEN","H:10","Conjuntivitis"," 13,882   "," 84   "," 56   "," 129   "," 54   "," 507   "," 452   "," 1,184   "," 1,072   "," 907   "," 706   "," 625   "," 560   "," 549   "," 455   "," 620   "," 502   "," 379   "," 575   "," 321   "," 220   "," 613   "," 225   "," 223   "," 352   "," 371   "," 165   "," 153   "," 318   "," 331   "," 111   "," 174   "," 234   "," 175   "," 133   "," 158   "," 189   "
2012,"EL PETEN","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 13,286   "," 54   "," 55   "," 77   "," 110   "," 853   "," 1,001   "," 1,955   "," 2,065   "," 953   "," 865   "," 448   "," 409   "," 596   "," 262   "," 561   "," 218   "," 418   "," 139   "," 369   "," 152   "," 279   "," 113   "," 219   "," 74   "," 150   "," 68   "," 163   "," 76   "," 92   "," 99   "," 74   "," 53   "," 55   "," 35   "," 90   "," 86   "
2012,"EL PETEN","H:66","Otitis media supurativa y la no especificada"," 12,767   "," 12   "," 8   "," 44   "," 39   "," 294   "," 319   "," 965   "," 948   "," 940   "," 829   "," 723   "," 581   "," 749   "," 459   "," 743   "," 509   "," 469   "," 463   "," 456   "," 316   "," 606   "," 193   "," 226   "," 277   "," 341   "," 157   "," 137   "," 159   "," 148   "," 100   "," 111   "," 132   "," 74   "," 79   "," 58   "," 103   "
2012,"EL PETEN","I:10","Hipertensión esencial (primaria)"," 11,085   "," 1   "," 1   "," 1   "," -     "," 4   "," 8   "," 14   "," 15   "," 19   "," 13   "," 20   "," 10   "," 87   "," 31   "," 209   "," 96   "," 243   "," 198   "," 350   "," 152   "," 699   "," 131   "," 678   "," 355   "," 958   "," 267   "," 748   "," 490   "," 953   "," 309   "," 770   "," 396   "," 688   "," 336   "," 1,033   "," 802   "
2012,"EL PETEN","G:43","Migraña"," 11,032   "," -     "," -     "," -     "," 1   "," 3   "," 1   "," 9   "," 5   "," 47   "," 22   "," 228   "," 80   "," 499   "," 129   "," 1,442   "," 436   "," 827   "," 595   "," 659   "," 223   "," 1,690   "," 194   "," 466   "," 461   "," 810   "," 151   "," 301   "," 275   "," 466   "," 128   "," 274   "," 244   "," 89   "," 104   "," 113   "," 60   "
2012,"EL PETEN","L:01","Impétigo"," 10,714   "," 12   "," 8   "," 70   "," 28   "," 525   "," 471   "," 1,706   "," 1,610   "," 1,040   "," 993   "," 493   "," 526   "," 397   "," 326   "," 353   "," 181   "," 239   "," 198   "," 145   "," 80   "," 233   "," 108   "," 107   "," 135   "," 123   "," 59   "," 55   "," 106   "," 90   "," 43   "," 54   "," 44   "," 48   "," 41   "," 22   "," 45   "
2012,"EL PETEN","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 10,620   "," 24   "," 41   "," 65   "," 64   "," 1,115   "," 1,274   "," 1,989   "," 2,307   "," 422   "," 399   "," 198   "," 199   "," 249   "," 129   "," 230   "," 114   "," 212   "," 120   "," 178   "," 88   "," 158   "," 58   "," 129   "," 71   "," 96   "," 51   "," 102   "," 51   "," 88   "," 50   "," 72   "," 45   "," 45   "," 36   "," 85   "," 66   "
2012,"EL PROGRESO","J:00","Rinofaringitis aguda [resfriado común]"," 16,840   "," 135   "," 128   "," 184   "," 154   "," 1,279   "," 1,365   "," 2,580   "," 2,757   "," 1,282   "," 1,203   "," 548   "," 529   "," 505   "," 177   "," 488   "," 135   "," 452   "," 99   "," 356   "," 81   "," 357   "," 67   "," 265   "," 81   "," 206   "," 57   "," 205   "," 66   "," 169   "," 52   "," 143   "," 77   "," 117   "," 60   "," 263   "," 218   "
2012,"EL PROGRESO","J:03","Amigdalitis aguda"," 11,665   "," 5   "," 6   "," 23   "," 23   "," 504   "," 623   "," 1,667   "," 1,793   "," 999   "," 939   "," 567   "," 471   "," 437   "," 186   "," 488   "," 172   "," 493   "," 134   "," 353   "," 97   "," 340   "," 96   "," 230   "," 62   "," 184   "," 61   "," 176   "," 50   "," 89   "," 30   "," 84   "," 45   "," 60   "," 29   "," 75   "," 74   "
2012,"EL PROGRESO","A:09","Diarrea y gastroenteritis de presunto origen infeccioso"," 8,724   "," 16   "," 23   "," 21   "," 23   "," 686   "," 831   "," 1,553   "," 1,826   "," 483   "," 468   "," 229   "," 256   "," 207   "," 118   "," 227   "," 102   "," 202   "," 102   "," 162   "," 85   "," 141   "," 57   "," 101   "," 46   "," 91   "," 52   "," 96   "," 49   "," 68   "," 38   "," 73   "," 30   "," 37   "," 23   "," 119   "," 83   "
2012,"EL PROGRESO","N:39","Otros trastornos del sistema urinario"," 8,281   "," 2   "," 1   "," 3   "," 2   "," 85   "," 63   "," 392   "," 251   "," 335   "," 185   "," 336   "," 111   "," 863   "," 117   "," 975   "," 93   "," 936   "," 87   "," 746   "," 63   "," 571   "," 71   "," 394   "," 75   "," 297   "," 61   "," 286   "," 52   "," 209   "," 41   "," 119   "," 49   "," 118   "," 32   "," 157   "," 103   "
2012,"EL PROGRESO","J:22","Infección aguda no especificada de las vías respiratorias inferiores"," 7,981   "," 33   "," 35   "," 41   "," 47   "," 457   "," 527   "," 1,154   "," 1,227   "," 538   "," 602   "," 285   "," 295   "," 260   "," 139   "," 325   "," 91   "," 308   "," 80   "," 224   "," 67   "," 223   "," 58   "," 154   "," 56   "," 137   "," 42   "," 110   "," 41   "," 75   "," 36   "," 57   "," 31   "," 48   "," 25   "," 81   "," 72   "
